"PARTIDO","SIGLA","NR_PARTIDO","CNPJ","ESFERA","UF","MUNICIPIO","NR_BANCO","NR_AGENCIA","DV_AGENCIA","NR_CONTA","DV_CONTA","FONTE_RECURSO"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"00671105000172","Municipal","MS","CAMPO GRANDE","001","5783","5","202555","8","Fundo Partidário"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"00671105000172","Municipal","MS","CAMPO GRANDE","001","5783","5","302500","4","Fundo Partidário"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"00671105000172","Municipal","MS","CAMPO GRANDE","001","5783","5","008446","8","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"09608338000103","Municipal","MS","CAMPO GRANDE","001","4211","0","9609","1","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"33753518000155","Municipal","MS","CAMPO GRANDE","001","2936","X","47029","5","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"33753518000155","Municipal","MS","CAMPO GRANDE","001","2936","X","19382","8","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"33753518000155","Municipal","MS","CAMPO GRANDE","001","5783","5","47029","5","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"33753518000155","Municipal","MS","CAMPO GRANDE","001","5783","5","19382","8","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"33753518000155","Municipal","MS","CAMPO GRANDE","001","5783","5","9791","8","Fundo Partidário"
"PARTIDO DOS TRABALHADORES","PT",13,"06329021000131","Municipal","MS","NOVA ALVORADA DO SUL","001","3950","0","13132","6","Outros Recursos"
"PARTIDO VERDE","PV",43,"04043236000166","Municipal","MS","CAMPO GRANDE","104","3144",,"1861","5","Outros Recursos"
"DEMOCRATAS","DEM",25,"01364447000102","Estadual","MT","NA","001","0046","9","37085","1","Fundo Partidário"
"DEMOCRATAS","DEM",25,"01364447000102","Estadual","MT","NA","001","46","9","521592","7","Fundo Partidário"
"DEMOCRATAS","DEM",25,"01364447000102","Estadual","MT","NA","001","46","9","426238","7","Outros Recursos"
"PARTIDO NOVO","NOVO",30,"28974479000186","Estadual","MT","NA","001","3225","1","53800","0","Fundo Partidário"
"PARTIDO NOVO","NOVO",30,"28974479000186","Estadual","MT","NA","001","3325","1","53801","9","Fundo Partidário"
"PARTIDO NOVO","NOVO",30,"28974479000186","Estadual","MT","NA","001","3325","1","53792","6","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"26802306000155","Estadual","MT","NA","001","0046","9","414549","6","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"26802306000155","Estadual","MT","NA","001","0046","9","34426","5","Outros Recursos"
"PARTIDO DA MOBILIZAÇÃO NACIONAL","PMN",33,"00085275000175","Estadual","MT","NA","001","4042","8","9042","5","Outros Recursos"
"PODEMOS","PODE",19,"30574060000189","Estadual","MT","NA","104","5",,"89","4","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09102673000127","Estadual","MT","NA","001","4042","8","9795","0","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"09102673000127","Estadual","MT","NA","001","4042","8","147400","6","Fundo Partidário"
"PARTIDO SOCIAL LIBERAL","PSL",17,"24582517000102","Estadual","MT","NA","001","046","9","37316","8","Outros Recursos"
"PARTIDO SOCIALISMO E LIBERDADE","PSOL",50,"08103641000183","Estadual","MT","NA","001","46","9","25102","x","Fundo Partidário"
"PARTIDO SOCIALISMO E LIBERDADE","PSOL",50,"08103641000183","Estadual","MT","NA","001","46","9","37572","1","Fundo Partidário"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"01875640000108","Estadual","MT","NA","001","3325","1","50984","1","Fundo Partidário"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"01875640000108","Estadual","MT","NA","001","3325","1","1229","7","Fundo Partidário"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"01875640000108","Estadual","MT","NA","001","3325","1","1484","2","Outros Recursos"
"DEMOCRATAS","DEM",25,"01282253000168","Municipal","MT","NORTELÂNDIA","001","4103","3","9115","4","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"08971508000149","Municipal","MT","RIBEIRÃO CASCALHEIRA","237","1634","9","9273","8","Fundo Partidário"
"PARTIDO DA REPÚBLICA","PR",22,"08971508000149","Municipal","MT","RIBEIRÃO CASCALHEIRA","237","1634","8","9275","4","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"15726751000167","Municipal","MT","TAPURAH","104","4466",,"00000306","9","Fundo Partidário"
"PARTIDO DA REPÚBLICA","PR",22,"15727953000123","Municipal","MT","GUARANTÃ DO NORTE","237","1288",,"0003363","4","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"10987411000176","Municipal","MT","CUIABÁ","001","4042","8","21289","X","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"10987411000176","Municipal","MT","CUIABÁ","001","4042","8","21288","1","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01270401000124","Municipal","MT","TANGARÁ DA SERRA","104","2086","03","10463","8","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01270401000124","Municipal","MT","TANGARÁ DA SERRA","104","2086",,"00009367","9","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"01270401000124","Municipal","MT","TANGARÁ DA SERRA","104","2086",,"00010214","7","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"15593651000100","Municipal","MT","COLNIZA","001","1471","0","29561","2","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"03585665000100","Municipal","MT","BARRA DO BUGRES","104","1142",,"2953","0","Outros Recursos"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"09107300000149","Municipal","MT","CUIABÁ","001","3325","1","49602","2","Outros Recursos"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"09107300000149","Municipal","MT","CUIABÁ","001","3325","1","49508","5","Fundo Partidário"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"15822142000101","Municipal","MT","CHAPADA DOS GUIMARÃES","001","1772","8","25387","1","Outros Recursos"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"15822142000101","Municipal","MT","CHAPADA DOS GUIMARÃES","001","1772","8","25386","3","Fundo Partidário"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"15822142000101","Municipal","MT","CHAPADA DOS GUIMARÃES","001","1772","8","25368","5","Fundo Partidário"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"83369082000173","Estadual","PA","NA","001","1686","1","179108","7","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"83369082000173","Estadual","PA","NA","001","2946","7","59553","5","Fundo Partidário"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"83369082000173","Estadual","PA","NA","001","2946","7","154371","7","Fundo Partidário"
"PATRIOTA","PATRI",51,"16941206000156","Estadual","PA","NA","001","3299","9","25680","3","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03870364000110","Estadual","PA","NA","001","3024","4","8608","8","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"03870364000110","Estadual","PA","NA","037","26","X","3010813","X","Outros Recursos"
"PARTIDO DA MULHER BRASILEIRA","PMB",35,"24771675000100","Estadual","PA","NA","104","1578",,"2783","0","Fundo Partidário"
"PARTIDO DA MULHER BRASILEIRA","PMB",35,"24771675000100","Estadual","PA","NA","104","1579",,"2787","2","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"08725096000167","Estadual","PA","NA","001","2946","7","27426","7","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"08725096000167","Estadual","PA","NA","001","2946","7","27445","3","Fundo Partidário"
"PARTIDO DA REPÚBLICA","PR",22,"08725096000167","Estadual","PA","NA","001","2946","7","61599","4","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"07959180000182","Estadual","PA","NA","001","2946","7","60703","7","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"07959180000182","Estadual","PA","NA","001","2946","7","56995","x","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"07959180000182","Estadual","PA","NA","001","2946","7","24676","x","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"02663820000199","Estadual","PA","NA","001","2946","7","708911","2","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"02663820000199","Estadual","PA","NA","001","2946","7","61416","5","Fundo Partidário"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"02663820000199","Estadual","PA","NA","001","2946","7","24616","6","Fundo Partidário"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"04823205000128","Estadual","PA","NA","001","3106","2","32152","4","Outros Recursos"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"04823205000128","Estadual","PA","NA","001","3106","2","50602","8","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15047989000166","Estadual","PA","NA","001","3024","4","35193","8","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15047989000166","Estadual","PA","NA","001","3024","4","34636","5","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15047989000166","Estadual","PA","NA","001","3106","2","37024","X","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15047989000166","Estadual","PA","NA","037","0024",,"126809","0","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"34817478000120","Estadual","PA","NA","001","3074","0","60282","5","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"34817478000120","Estadual","PA","NA","037","24",,"301063","5","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"34817478000120","Estadual","PA","NA","037","24",,"410259","2","Fundo Partidário"
"PARTIDO DOS TRABALHADORES","PT",13,"10235570000114","Estadual","PA","NA","001","1686","1","755139","8","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"10235570000114","Estadual","PA","NA","001","1686","1","57925","4","Fundo Partidário"
"PARTIDO DOS TRABALHADORES","PT",13,"10235570000114","Estadual","PA","NA","001","1686","1","29302","4","Fundo Partidário"
"PARTIDO DOS TRABALHADORES","PT",13,"10235570000114","Estadual","PA","NA","037","026",,"301287","5","Outros Recursos"
"SOLIDARIEDADE","SDD",77,"20588093000124","Estadual","PA","NA","001","3074","0","109196","4","Fundo Partidário"
"PATRIOTA","PATRI",51,"25312629000106","Municipal","PA","BELÉM","037","26",,"444056","0","Outros Recursos"
"PARTIDO COMUNISTA DO BRASIL","PCdoB",65,"24520617000104","Municipal","PA","ALENQUER","037","0033","0","421068","9","Fundo Partidário"
"PROGRESSISTAS","PP",11,"15740051000127","Municipal","PA","SÃO DOMINGOS DO ARAGUAIA","036","6139",,"0003944","6","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"08785353000156","Municipal","PA","ANANINDEUA","001","5559","X","29737","2","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"03942578000155","Municipal","PA","BELÉM","001","2946","7","59291","9","Fundo Partidário"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"03942578000155","Municipal","PA","BELÉM","001","2946","7","27958","7","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"03883750000147","Municipal","PA","SANTARÉM","037","37","3","436310","8","Fundo Partidário"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"03883750000147","Municipal","PA","SANTARÉM","037","37","3","436173","3","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"15581241000149","Municipal","PA","TUCURUÍ","037","16","0","000577082","3","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"15751174000163","Municipal","PA","SANTARÉM","037","37","3","140903","4","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"15751174000163","Municipal","PA","SANTARÉM","037","37","3","140734","1","Outros Recursos"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"09685338000107","Municipal","PA","MOCAJUBA","001","3745","1","20265","7","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"23040785000121","Municipal","PA","SANTARÉM","001","130","9","41437","9","Outros Recursos"
"SOLIDARIEDADE","SDD",77,"24292105000120","Municipal","PA","SANTARÉM","037","37","3","439525","5","Fundo Partidário"
"SOLIDARIEDADE","SDD",77,"24292105000120","Municipal","PA","SANTARÉM","037","003",,"439473","9","Outros Recursos"
"DEMOCRATAS","DEM",25,"35501667000152","Estadual","PB","NA","001","1636","5","57478","3","Outros Recursos"
"DEMOCRATAS","DEM",25,"35501667000152","Estadual","PB","NA","001","1636","5","29117","X","Fundo Partidário"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"08319972000155","Estadual","PB","NA","001","0011","6","224127","7","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"08319972000155","Estadual","PB","NA","001","0011","6","4941","7","Fundo Partidário"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"08319972000155","Estadual","PB","NA","033","4181",,"13000055","2","Outros Recursos"
"PARTIDO NOVO","NOVO",30,"29030836000110","Estadual","PB","NA","001","1636","5","64205","3","Fundo Partidário"
"PARTIDO NOVO","NOVO",30,"29030836000110","Estadual","PB","NA","001","1636","5","64204","5","Fundo Partidário"
"PARTIDO NOVO","NOVO",30,"29030836000110","Estadual","PB","NA","001","1636","5","64202","9","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"40975922000139","Estadual","PB","NA","001","1636","5","63549","9","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"40975922000139","Estadual","PB","NA","001","1636","5","58461","4","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"40975922000139","Estadual","PB","NA","001","1636","5","304709","1","Outros Recursos"
"PARTIDO HUMANISTA DA SOLIDARIEDADE","PHS",31,"03756648000180","Estadual","PB","NA","001","1636","5","65544","9","Fundo Partidário"
"PARTIDO DA REPÚBLICA","PR",22,"08865492000190","Estadual","PB","NA","001","1634","9","18207","9","Outros Recursos"
"PARTIDO DA REPÚBLICA","PR",22,"08865492000190","Estadual","PB","NA","001","1634","9","18208","7","Fundo Partidário"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"02511280000128","Estadual","PB","NA","001","1234","3","44954","7","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"02511280000128","Estadual","PB","NA","001","1234","3","35574","7","Fundo Partidário"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"03915214000186","Estadual","PB","NA","001","1617","9","208693","x","Fundo Partidário"
"PARTIDO SOCIAL CRISTÃO","PSC",20,"03915214000186","Estadual","PB","NA","001","1251","3","138836","3","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"24489114000105","Estadual","PB","NA","104","0617",,"496","0","Fundo Partidário"
"PARTIDO DOS TRABALHADORES","PT",13,"08606501000128","Estadual","PB","NA","001","0011","6","49551","4","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"08606501000128","Estadual","PB","NA","001","0011","6","2482","1","Fundo Partidário"
"PARTIDO DOS TRABALHADORES","PT",13,"08606501000128","Estadual","PB","NA","001","0011","6","23683","7","Fundo Partidário"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"01267253000199","Municipal","PB","PICUÍ","001","2441","4","19430","1","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"15650548000154","Municipal","PB","LAGOA SECA","001","3814","8","18124","2","Outros Recursos"
"PARTIDO TRABALHISTA BRASILEIRO","PTB",14,"06346567000109","Municipal","PB","PAULISTA","001","2418","X","10714","X","Outros Recursos"
"DEMOCRATAS","DEM",25,"09057316000194","Estadual","PE","NA","001","7","8","6776","8","Fundo Partidário"
"DEMOCRATAS","DEM",25,"09057316000194","Estadual","PE","NA","001","7","8","49268","x","Outros Recursos"
"MOVIMENTO DEMOCRÁTICO BRASILEIRO","MDB",15,"08089682000162","Estadual","PE","NA","001","1814","7","150000","7","Fundo Partidário"
"PARTIDO NOVO","NOVO",30,"29217381000147","Estadual","PE","NA","001","3699","4","42999","6","Fundo Partidário"
"PARTIDO NOVO","NOVO",30,"29217381000147","Estadual","PE","NA","001","3699","4","42998","8","Fundo Partidário"
"PARTIDO NOVO","NOVO",30,"29217381000147","Estadual","PE","NA","001","3699","4","42989","9","Outros Recursos"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"08089690000109","Estadual","PE","NA","104","1584",,"4467","2","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"08089690000109","Estadual","PE","NA","104","1584",,"4457","5","Fundo Partidário"
"PARTIDO DEMOCRÁTICO TRABALHISTA","PDT",12,"08089690000109","Estadual","PE","NA","104","1584",,"1637","7","Outros Recursos"
"PARTIDO HUMANISTA DA SOLIDARIEDADE","PHS",31,"01431936000130","Estadual","PE","NA","036","6344","4","6249","9","Outros Recursos"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"08065135000147","Estadual","PE","NA","001","1833","3","46119","9","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"08065135000147","Estadual","PE","NA","001","1833","3","330030","7","Fundo Partidário"
"PARTIDO REPUBLICANO BRASILEIRO","PRB",10,"08065135000147","Estadual","PE","NA","001","1833","3","330029","3","Outros Recursos"
"PARTIDO REPUBLICANO PROGRESSISTA","PRP",44,"15630021000168","Estadual","PE","NA","001","3258","1","29234","6","Outros Recursos"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"10669331000172","Estadual","PE","NA","001","3108","9","20963","5","Fundo Partidário"
"PARTIDO SOCIALISTA BRASILEIRO","PSB",40,"10669331000172","Estadual","PE","NA","001","3108","9","19480","8","Outros Recursos"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"14458834000150","Estadual","PE","NA","001","3250","6","18633","3","Outros Recursos"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"14458834000150","Estadual","PE","NA","001","3699","4","40759","3","Fundo Partidário"
"PARTIDO SOCIAL DEMOCRÁTICO","PSD",55,"14458834000150","Estadual","PE","NA","001","3699","4","33970","9","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"24130411000160","Estadual","PE","NA","001","3243","3","14358","8","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"24130411000160","Estadual","PE","NA","001","3243","3","454545","1","Fundo Partidário"
"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA","PSDB",45,"24130411000160","Estadual","PE","NA","033","400","1","38000026","8","Outros Recursos"
"PARTIDO SOCIAL LIBERAL","PSL",17,"01314222000141","Estadual","PE","NA","001","1850","3","34482","6","Outros Recursos"
"PARTIDO SOCIAL LIBERAL","PSL",17,"01314222000141","Estadual","PE","NA","104","1582",,"2368","2","Fundo Partidário"
"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO","PSTU",16,"01300470000133","Estadual","PE","NA","001","1030","3","1085","6","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"08089633000120","Estadual","PE","NA","001","697","1","66094","9","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"08089633000120","Estadual","PE","NA","001","697","1","63270","8","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"08089633000120","Estadual","PE","NA","001","697","1","57051","6","Fundo Partidário"
"PARTIDO DOS TRABALHADORES","PT",13,"08089633000120","Estadual","PE","NA","001","697","1","47216","6","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"08089633000120","Estadual","PE","NA","001","697","1","4198","X","Outros Recursos"
"PARTIDO DOS TRABALHADORES","PT",13,"08089633000120","Estadual","PE","NA","001","697","1","2151457","P","Fundo Partidário"
"PARTIDO DOS TRABALHADORES","PT",13,"08089633000120","Estadual","PE","NA","001","697","1","21514","7","Fundo Partidário"
"PARTIDO DOS TRABALHADORES","PT",13,"08089633000120","Estadual","PE","NA","001","697","1","11681","5","Outros Recursos"
"PARTIDO VERDE","PV",43,"03281153000142","Estadual","PE","NA","001","0697","1","68903","3","Fundo Partidário"
"PARTIDO VERDE","PV",43,"03281153000142","Estadual","PE","NA","001","0697","1","68904","1","Fundo Partidário"
"PARTIDO VERDE","PV",43,"03281153000142","Estadual","PE","NA","001","0697","1","68905","x","Outros Recursos"
"PARTIDO VERDE","PV",43,"03281153000142","Estadual","PE","NA","001","0697","1","9268","1","Outros Recursos"
